"local";"cidade";"estado";"fungicida";"irrigacao";"genotipo";"tipo_de_grao";"repeticao";"data_semeadura";"FO";"FS";"safra";"id_ensaio"
"CDECastro";"Castro";"PR";"com";"nao";"IPRCamposGerais";"chc";1;"16/12/14";0,5;NA;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"IPRJuriti";"chc";1;"16/12/14";NA;NA;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"IPRQuero-quero";"chc";1;"16/12/14";0,2;NA;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"IPRTangara";"chc";1;"16/12/14";NA;NA;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"IPRTuiuiu";"p";1;"16/12/14";0,1;NA;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"IPRUirapuru";"p";1;"16/12/14";0,5;0,1;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"PR10-4-4/24";"p";1;"16/12/14";0,1;0,2;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"SelecaoIV";"chc";1;"16/12/14";NA;0,5;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"TAADama";"chc";1;"16/12/14";0,2;0,2;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"TAAGol";"chc";1;"16/12/14";NA;1;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"TAALBA05";"chc";1;"16/12/14";0,5;NA;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"UEMAwauna";"p";1;"16/12/14";1,2;0,1;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"UEMFlorDiniz";"chc";1;"16/12/14";0,2;0,1;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"BRSCampeiro";"p";2;"16/12/14";NA;NA;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"C10-2-16/8";"chc";2;"16/12/14";0,3;NA;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"UEMAwauna";"p";2;"16/12/14";0,8;NA;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"49/61-1/2";"chc";2;"16/12/14";0,2;NA;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"PR10-4-4/24";"p";2;"16/12/14";NA;2,5;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"IPRTangara";"chc";2;"16/12/14";NA;0,1;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"BRSMGRealce";"ra";2;"16/12/14";NA;8;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"SelecaoIV";"chc";2;"16/12/14";0,2;0,5;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"TAALBA05";"chc";2;"16/12/14";0,6;NA;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"IPRBem-te-vi";"chc";2;"16/12/14";0,6;0,5;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"IPRAndorinha";"chc";2;"16/12/14";NA;0,5;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"BRSNotavel";"chc";2;"16/12/14";NA;4;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"IPR139";"chc";2;"16/12/14";0,8;1,5;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"FAP-F3-2";"chc";2;"16/12/14";0,1;5;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"45/57-7-3-1/4";"chc";2;"16/12/14";0,2;NA;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"BRSAmetista";"chc";2;"16/12/14";0,2;NA;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"TAAGol";"chc";2;"16/12/14";NA;1;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"C10-2-4/41";"chc";2;"16/12/14";1,5;NA;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"IPRTuiuiu";"p";2;"16/12/14";0,2;0,5;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"ANFc9";"chc";2;"16/12/14";0,2;0,5;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"IPRJuriti";"chc";2;"16/12/14";0,1;0,5;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"BRSMGMadreperola";"chc";2;"16/12/14";0,2;0,2;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"IPRQuero-quero";"chc";2;"16/12/14";0,1;NA;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"IACMilenio";"chc";2;"16/12/14";0,6;0,5;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"IACImperador";"chc";2;"16/12/14";0,2;0,2;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"IPRCamposGerais";"chc";2;"16/12/14";1,5;NA;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"BRSEstilo";"chc";2;"16/12/14";0,1;0,8;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"BRSMGMajestoso";"chc";2;"16/12/14";0,6;1,5;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"FAPF3RC2-2";"chc";2;"16/12/14";0,6;0,5;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"BolaCheia";"chc";2;"16/12/14";0,2;1;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"IPRUirapuru";"p";2;"16/12/14";0,2;1;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"BRSEsteio";"p";2;"16/12/14";0,8;0,1;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"UEMFlorDiniz";"chc";2;"16/12/14";0,1;0,3;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"TAADama";"chc";2;"16/12/14";0,5;0,8;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"IPRQuero-quero";"chc";3;"16/12/14";0,2;NA;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"49/61-1/2";"chc";3;"16/12/14";0,5;NA;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"BRSEsteio";"p";3;"16/12/14";1;NA;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"IPRBem-te-vi";"chc";3;"16/12/14";0,5;0,2;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"UEMAwauna";"p";3;"16/12/14";0,8;0,3;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"IACImperador";"chc";3;"16/12/14";0,1;0,2;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"IPR139";"chc";3;"16/12/14";2;0,2;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"FAPF3RC2-2";"chc";3;"16/12/14";0,2;0,5;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"BolaCheia";"chc";3;"16/12/14";0,4;0,5;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"IPRCamposGerais";"chc";3;"16/12/14";2,5;NA;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"BRSNotavel";"chc";3;"16/12/14";NA;3;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"C10-2-16/8";"chc";3;"16/12/14";0,5;0,3;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"BRSCampeiro";"p";3;"16/12/14";NA;0,2;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"TAALBA05";"chc";3;"16/12/14";0,6;0,2;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"ANFc9";"chc";3;"16/12/14";0,4;0,5;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"BRSAmetista";"chc";3;"16/12/14";NA;NA;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"BRSMGRealce";"ra";3;"16/12/14";NA;7;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"SelecaoIV";"chc";3;"16/12/14";0,1;1,5;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"TAADama";"chc";3;"16/12/14";0,4;0,2;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"TAAGol";"chc";3;"16/12/14";NA;1,5;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"FAP-F3-2";"chc";3;"16/12/14";0,1;2;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"UEMFlorDiniz";"chc";3;"16/12/14";0,6;0,3;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"IACMilenio";"chc";3;"16/12/14";0,2;0,2;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"IPRUirapuru";"p";3;"16/12/14";2;2,5;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"BRSEstilo";"chc";3;"16/12/14";0,1;2;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"IPRTangara";"chc";3;"16/12/14";NA;0,2;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"PR10-4-4/24";"p";3;"16/12/14";NA;1,5;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"C10-2-4/41";"chc";3;"16/12/14";0,6;0,1;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"IPRJuriti";"chc";3;"16/12/14";0,1;0,1;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"IPRTuiuiu";"p";3;"16/12/14";NA;NA;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"BRSMGMadreperola";"chc";3;"16/12/14";0,2;0,2;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"BRSMGMajestoso";"chc";3;"16/12/14";0,8;0,6;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"45/57-7-3-1/4";"chc";3;"16/12/14";0,5;NA;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"IPRAndorinha";"chc";3;"16/12/14";NA;0,5;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"FAP-F3-2";"chc";4;"16/12/14";0,1;1,5;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"IPRTuiuiu";"p";4;"16/12/14";0,1;0,2;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"IPRQuero-quero";"chc";4;"16/12/14";NA;NA;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"BRSEstilo";"chc";4;"16/12/14";0,2;1;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"BRSMGMadreperola";"chc";4;"16/12/14";0,3;NA;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"IPRJuriti";"chc";4;"16/12/14";0,3;NA;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"49/61-1/2";"chc";4;"16/12/14";0,4;NA;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"TAAGol";"chc";4;"16/12/14";NA;1;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"BRSAmetista";"chc";4;"16/12/14";NA;NA;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"BolaCheia";"chc";4;"16/12/14";0,6;NA;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"C10-2-16/8";"chc";4;"16/12/14";0,3;0,1;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"UEMFlorDiniz";"chc";4;"16/12/14";0,6;NA;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"IPR139";"chc";4;"16/12/14";2;NA;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"BRSEsteio";"p";4;"16/12/14";0,4;NA;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"IACMilenio";"chc";4;"16/12/14";0,2;0,3;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"BRSMGMajestoso";"chc";4;"16/12/14";1,5;0,1;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"TAALBA05";"chc";4;"16/12/14";0,6;1;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"UEMAwauna";"p";4;"16/12/14";0,8;1,2;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"C10-2-4/41";"chc";4;"16/12/14";1,2;NA;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"45/57-7-3-1/4";"chc";4;"16/12/14";0,2;0,3;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"IACImperador";"chc";4;"16/12/14";NA;NA;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"IPRCamposGerais";"chc";4;"16/12/14";0,8;NA;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"FAPF3RC2-2";"chc";4;"16/12/14";0,3;1;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"IPRBem-te-vi";"chc";4;"16/12/14";0,6;0,2;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"BRSNotavel";"chc";4;"16/12/14";NA;0,5;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"TAADama";"chc";4;"16/12/14";0,6;0,2;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"IPRTangara";"chc";4;"16/12/14";0,2;0,2;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"PR10-4-4/24";"p";4;"16/12/14";NA;0,2;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"BRSCampeiro";"p";4;"16/12/14";NA;NA;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"ANFc9";"chc";4;"16/12/14";0,2;0,8;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"IPRAndorinha";"chc";4;"16/12/14";NA;NA;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"IPRUirapuru";"p";4;"16/12/14";1;0,8;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"BRSMGRealce";"ra";4;"16/12/14";NA;7,5;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"SelecaoIV";"chc";4;"16/12/14";0,4;0,2;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"45/57-7-3-1/4";"chc";1;"14/12/15";1,8;2,4;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"49/61-1/2";"chc";1;"14/12/15";1;1,6;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"ANFc9";"chc";1;"14/12/15";2;3,4;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"ANFp110";"p";1;"14/12/15";3,2;5;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"BolaCheia";"chc";1;"14/12/15";0,8;1,8;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRSArtico";"b";1;"14/12/15";NA;9,2;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRSEsplendor";"p";1;"14/12/15";0,4;8,6;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRSEsteio";"p";1;"14/12/15";0,2;3,6;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRSEstilo";"chc";1;"14/12/15";0,8;3;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRSFC402";"chc";1;"14/12/15";0,4;0,8;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRSMGMadreperola";"chc";1;"14/12/15";4,8;0,8;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRSSublime";"chc";1;"14/12/15";1,8;2,4;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRSMGRealce";"ra";1;"14/12/15";0,5;9,5;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"FAP-F3-2";"chc";1;"14/12/15";0,8;5,8;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"IACMilenio";"chc";1;"14/12/15";NA;4;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"ImperadorVermelho";"chc";1;"14/12/15";3;0,8;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPRBem-te-vi";"chc";1;"14/12/15";1,2;1,4;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPRCamposGerais";"chc";1;"14/12/15";2;2;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPRGarca";"b";1;"14/12/15";0,8;9,4;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPRNhambu";"p";1;"14/12/15";0,5;8,5;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPRQuero-quero";"chc";1;"14/12/15";0,2;1,4;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPRTangara";"chc";1;"14/12/15";NA;3,4;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPRTuiuiu";"p";1;"14/12/15";0,2;5,4;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPRUirapuru";"p";1;"14/12/15";0,2;7,8;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"PR10-4-4/24";"p";1;"14/12/15";NA;4;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"TAADama";"chc";1;"14/12/15";1;4,4;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"TAALBA08";"chc";1;"14/12/15";0,6;2,6;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"TAALBA09";"chc";1;"14/12/15";0,3;2,4;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"UEMAwauna";"p";1;"14/12/15";2;2,2;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"UEMFlorDiniz";"chc";1;"14/12/15";2,2;1,4;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPRUirapuru";"p";2;"14/12/15";0,6;7,6;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPRCamposGerais";"chc";2;"14/12/15";2,1;3;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPRGarca";"b";2;"14/12/15";0,6;9,4;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRSEsteio";"p";2;"14/12/15";0,4;4,2;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRSFC402";"chc";2;"14/12/15";0,4;1;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPRTangara";"chc";2;"14/12/15";0,2;4,8;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"TAADama";"chc";2;"14/12/15";0,6;5;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"TAALBA08";"chc";2;"14/12/15";0,8;2;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPRBem-te-vi";"chc";2;"14/12/15";1,2;3,4;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"TAALBA09";"chc";2;"14/12/15";0,6;2,6;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"IACMilenio";"chc";2;"14/12/15";0,2;2,6;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPRQuero-quero";"chc";2;"14/12/15";0,2;2,5;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"ANFp110";"p";2;"14/12/15";2,2;7,6;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"FAP-F3-2";"chc";2;"14/12/15";0,8;7,2;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRSArtico";"b";2;"14/12/15";0,2;9;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRSSublime";"chc";2;"14/12/15";2,6;2;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRSMGRealce";"ra";2;"14/12/15";0,5;8,2;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"49/61-1/2";"chc";2;"14/12/15";2;1,4;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPRNhambu";"p";2;"14/12/15";0,5;8;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPRTuiuiu";"p";2;"14/12/15";0,8;4,2;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRSEstilo";"chc";2;"14/12/15";0,8;4,8;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRSEsplendor";"p";2;"14/12/15";0,2;9,6;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRSMGMadreperola";"chc";2;"14/12/15";2,5;2,6;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
