"local";"cidade";"estado";"fungicida";"irrigacao";"genotipo";"tipo_de_grao";"repeticao";"data_semeadura";"FO";"FS";"safra";"id_ensaio"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"C10-2-16/8";"chc";3;"15/12/14";2,8;NA;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRSCampeiro";"p";3;"15/12/14";9,8;0,2;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"TAALBA05";"chc";3;"15/12/14";2,4;0,4;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"ANFc9";"chc";3;"15/12/14";6,6;0,2;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRSAmetista";"chc";3;"15/12/14";6,4;0,4;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRSMGRealce";"ra";3;"15/12/14";7,4;2,6;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"SelecaoIV";"chc";3;"15/12/14";9,6;2,2;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"TAADama";"chc";3;"15/12/14";8,4;0,8;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"TAAGol";"chc";3;"15/12/14";7,6;2,4;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"FAP-F3-2";"chc";3;"15/12/14";4;3,2;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"UEMFlorDiniz";"chc";3;"15/12/14";6,6;1;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"IACMilenio";"chc";3;"15/12/14";2,8;0,4;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPRUirapuru";"p";3;"15/12/14";2,4;4,2;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRSEstilo";"chc";3;"15/12/14";9,4;0,6;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPRTangara";"chc";3;"15/12/14";0,6;0,2;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"PR10-4-4/24";"p";3;"15/12/14";5,2;0,4;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"C10-2-4/41";"chc";3;"15/12/14";3,4;NA;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPRJuriti";"chc";3;"15/12/14";4,8;0,8;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPRTuiuiu";"p";3;"15/12/14";3,6;2;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRSMGMadreperola";"chc";3;"15/12/14";8,4;0,4;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRSMGMajestoso";"chc";3;"15/12/14";6,6;1,6;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"45/57-7-3-1/4";"chc";3;"15/12/14";4,6;1,4;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPRAndorinha";"chc";3;"15/12/14";9,2;NA;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"FAP-F3-2";"chc";4;"15/12/14";0,4;3,6;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPRTuiuiu";"p";4;"15/12/14";1,2;NA;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPRQuero-quero";"chc";4;"15/12/14";9,2;0,2;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRSEstilo";"chc";4;"15/12/14";3;1,8;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRSMGMadreperola";"chc";4;"15/12/14";8,8;0,4;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPRJuriti";"chc";4;"15/12/14";4,6;0,4;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"49/61-1/2";"chc";4;"15/12/14";6,4;NA;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"TAAGol";"chc";4;"15/12/14";9,2;0,8;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRSAmetista";"chc";4;"15/12/14";5,4;NA;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"BolaCheia";"chc";4;"15/12/14";3,2;1;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"C10-2-16/8";"chc";4;"15/12/14";1,4;2,2;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"UEMFlorDiniz";"chc";4;"15/12/14";6,2;2;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPR139";"chc";4;"15/12/14";3,8;1,6;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRSEsteio";"p";4;"15/12/14";6;0,6;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"IACMilenio";"chc";4;"15/12/14";4,4;0,2;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRSMGMajestoso";"chc";4;"15/12/14";6,6;0,6;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"TAALBA05";"chc";4;"15/12/14";5;0,4;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"UEMAwauna";"p";4;"15/12/14";9,2;0,8;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"C10-2-4/41";"chc";4;"15/12/14";4,6;0,4;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"45/57-7-3-1/4";"chc";4;"15/12/14";2,2;1;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"IACImperador";"chc";4;"15/12/14";9,8;0,2;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPRCamposGerais";"chc";4;"15/12/14";6;1,8;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"FAPF3RC2-2";"chc";4;"15/12/14";2,2;5,6;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPRBem-te-vi";"chc";4;"15/12/14";4,8;1,6;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRSNotavel";"chc";4;"15/12/14";2,2;2,2;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"TAADama";"chc";4;"15/12/14";3,2;0,4;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPRTangara";"chc";4;"15/12/14";0,6;1;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"PR10-4-4/24";"p";4;"15/12/14";0,6;1,4;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRSCampeiro";"p";4;"15/12/14";6,8;1,4;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"ANFc9";"chc";4;"15/12/14";5,6;0,8;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPRAndorinha";"chc";4;"15/12/14";9;0,6;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"IPRUirapuru";"p";4;"15/12/14";2,2;6,1;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"BRSMGRealce";"ra";4;"15/12/14";5,6;2;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDEArapoti";"Arapoti";"PR";"com";"nao";"SelecaoIV";"chc";4;"15/12/14";8,2;NA;"15/16";"Arapoti_CDEArapoti_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"45/57-7-3-1/4";"chc";1;"16/12/14";0,2;0,1;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"49/61-1/2";"chc";1;"16/12/14";0,2;NA;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"ANFc9";"chc";1;"16/12/14";0,1;0,3;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"BolaCheia";"chc";1;"16/12/14";0,1;0,1;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"BRSAmetista";"chc";1;"16/12/14";0,1;0,1;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"BRSCampeiro";"p";1;"16/12/14";NA;NA;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"BRSEsteio";"p";1;"16/12/14";0,6;NA;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"BRSEstilo";"chc";1;"16/12/14";0,1;0,3;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"BRSMGMadreperola";"chc";1;"16/12/14";0,2;0,2;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"BRSNotavel";"chc";1;"16/12/14";NA;1;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"BRSMGMajestoso";"chc";1;"16/12/14";0,6;0,1;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"BRSMGRealce";"ra";1;"16/12/14";NA;6;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"C10-2-16/8";"chc";1;"16/12/14";0,5;NA;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"C10-2-4/41";"chc";1;"16/12/14";0,3;0,1;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"FAPF3RC2-2";"chc";1;"16/12/14";0,1;0,1;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"FAP-F3-2";"chc";1;"16/12/14";NA;3,5;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"IACImperador";"chc";1;"16/12/14";NA;0,5;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"IACMilenio";"chc";1;"16/12/14";0,1;0,5;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"IPR139";"chc";1;"16/12/14";0,6;NA;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"IPRAndorinha";"chc";1;"16/12/14";0,2;NA;"15/16";"Castro_CDECastro_15/16_12_nao_com"
"CDECastro";"Castro";"PR";"com";"nao";"IPRBem-te-vi";"chc";1;"16/12/14";0,2;0,3;"15/16";"Castro_CDECastro_15/16_12_nao_com"
