"","...1.x","id_ensaio","Local","cidade","estado","fungicida","irrigacao","genotipo","tipo_de_grao","repeticao","data_semeadura","safra","FO1","FO2","FO3","FO4","FO5","FO6","FO7","FO8","FO9","Media_Fo","Mediana_FO","Desvio_FO","Cv_FO","...1.y","FS1","FS2","FS3","FS4","FS5","FS6","FS7","FS8","FS9","FS10","FS11","Media_Fs","Mediana_FS","Desvio_FS","Cv_FS"
"773",75,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","Linhagem 110","chc",3,2017-12-15,"17/18","0.2","1","2.5",NA,NA,NA,NA,NA,NA,1.23333333333333,1,1.16761865920913,94.6717831791189,75,"0.1","0.8","1.5","1.5","1.5",NA,NA,NA,NA,NA,NA,1.08,1.5,0.626099033699941,57.9721327499945
"774",77,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Dama","chc",3,2017-12-15,"17/18","0.1","0.8","1.5",NA,NA,NA,NA,NA,NA,0.8,0.8,0.7,87.5,77,"0.1","0.1","0.1","0.1","3","3","3",NA,NA,NA,NA,1.34285714285714,0.1,1.55011520309206,115.434110868558
"775",78,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","Imperador Vermelho","chc",3,2017-12-15,"17/18","2","5","6",NA,NA,NA,NA,NA,NA,4.33333333333333,5,2.08166599946613,48.0384461415261,78,"0.1","0.8","2","3","3.5",NA,NA,NA,NA,NA,NA,1.88,2,1.43422452914458,76.2885387842863
"776",79,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","C 10-6-91","chc",3,2017-12-15,"17/18","2.5","5","6",NA,NA,NA,NA,NA,NA,4.5,5,1.80277563773199,40.0616808384888,79,"0.1","0.1","2.5","3.5","5","5","5",NA,NA,NA,NA,3.02857142857143,3.5,2.21036519283902,72.9837563673262
"777",80,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Bem-te-vi","chc",3,2017-12-15,"17/18","0.8","2.5","2.5",NA,NA,NA,NA,NA,NA,1.93333333333333,2.5,0.981495457622364,50.767006428743,80,"0.2","0.2","0.2",NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0,0
"778",81,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Estilo","chc",3,2017-12-15,"17/18","0.1","0.8","1.5",NA,NA,NA,NA,NA,NA,0.8,0.8,0.7,87.5,81,"0.1","0.2","0.2","0.2","0.2","5.5","5.5","5.5",NA,NA,NA,2.175,0.2,2.75356911246892,126.600878734203
"779",82,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Sintonia","chc",3,2017-12-15,"17/18","1.5","3.5","5",NA,NA,NA,NA,NA,NA,3.33333333333333,3.5,1.75594229214212,52.6782687642637,82,"0.1","0.2","0.2","0.2","0.2","6","6","6",NA,NA,NA,2.3625,0.2,3.01232586930052,127.505856901609
"780",83,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Gar<e7>a Radiante","b",3,2017-12-15,"17/18","4","8","8.5",NA,NA,NA,NA,NA,NA,6.83333333333333,8,2.46644143115812,36.0942648462164,83,"0.1","0.5","0.5","0.8","0.8","7","7.5","7.5",NA,NA,NA,3.0875,0.8,3.52600036463818,114.202440959941
"781",84,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR 139","chc",4,2017-12-15,"17/18","0.1","1","2",NA,NA,NA,NA,NA,NA,1.03333333333333,1,0.950438495292217,91.9779188992468,84,"0.2","0.8","2","2","2",NA,NA,NA,NA,NA,NA,1.4,2,0.848528137423857,60.6091526731326
"782",85,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFc 9","chc",4,2017-12-15,"17/18","0.5","2","3.5",NA,NA,NA,NA,NA,NA,2,2,1.5,75,85,"0.1","0.8","2","3","4.5","6","6","6",NA,NA,NA,3.55,3.75,2.42251345271217,68.2398155693568
"783",86,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Sublime","chc",4,2017-12-15,"17/18","0.2","1","3",NA,NA,NA,NA,NA,NA,1.4,1,1.4422205101856,103.015750727543,86,"0.2","0.2","0.2","1","1","1",NA,NA,NA,NA,NA,0.6,0.6,0.438178046004133,73.0296743340222
"784",88,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Uai","chc",4,2017-12-15,"17/18","0.8","2","3.5",NA,NA,NA,NA,NA,NA,2.1,2,1.35277492584687,64.4178536117556,88,"0.5","0.5","0.5",NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0,0
"785",89,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Curi<f3>","chc",4,2017-12-15,"17/18","2","7","8",NA,NA,NA,NA,NA,NA,5.66666666666667,7,3.21455025366432,56.7273574176056,89,"0.2","0.8","2.5","4","6","6","7",NA,NA,NA,NA,3.78571428571429,4,2.69594051085984,71.2135229283733
"786",91,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Celeiro","chc",4,2017-12-15,"17/18","0.2","1","2.5",NA,NA,NA,NA,NA,NA,1.23333333333333,1,1.16761865920913,94.6717831791189,91,"0.2","0.8","1.5","2.5","2.5","2.5",NA,NA,NA,NA,NA,1.66666666666667,2,1.00133244562766,60.0799467376595
"787",92,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","Imperador Vermelho","chc",4,2017-12-15,"17/18","0.8","2.5","5.5",NA,NA,NA,NA,NA,NA,2.93333333333333,2.5,2.37977589981354,81.1287238572797,92,"0.1","0.8","2","4.5","4.5","4.5",NA,NA,NA,NA,NA,2.73333333333333,3.25,2.02846411520309,74.2121017757229
"788",93,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Sintonia","chc",4,2017-12-15,"17/18","1","3.5","6",NA,NA,NA,NA,NA,NA,3.5,3.5,2.5,71.4285714285714,93,"0.2","1","1.5","3","3","3",NA,NA,NA,NA,NA,1.95,2.25,1.22270192606375,62.702662875064
"789",94,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Nhambu","p",4,2017-12-15,"17/18","0.2","1","2.5",NA,NA,NA,NA,NA,NA,1.23333333333333,1,1.16761865920913,94.6717831791189,94,"0.2","0.2","0.8","1.5","2","2","2",NA,NA,NA,NA,1.24285714285714,1.5,0.832380407540412,66.9731362388837
"790",95,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Gar<e7>a Radiante","b",4,2017-12-15,"17/18","2.5","7","8.5",NA,NA,NA,NA,NA,NA,6,7,3.1224989991992,52.0416499866533,95,"0.1","0.8","1","3.5","5","7.5","7.5","7.5",NA,NA,NA,4.1125,4.25,3.21489279981242,78.1736851018217
"791",96,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Dama","chc",4,2017-12-15,"17/18","0.2","1","3.5",NA,NA,NA,NA,NA,NA,1.56666666666667,1,1.72143351115671,109.878734754684,96,"0.2","0.8","1.5","3","4","4","4",NA,NA,NA,NA,2.5,3,1.64215305823381,65.6861223293525
"792",97,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Madrep<e9>rola","chc",4,2017-12-15,"17/18","1.5","4","5",NA,NA,NA,NA,NA,NA,3.5,4,1.80277563773199,51.5078753637713,97,"0.1","0.5","1",NA,NA,NA,NA,NA,NA,NA,NA,0.533333333333333,0.5,0.450924975282289,84.5484328654293
"793",98,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FP 403","p",4,2017-12-15,"17/18","0.2","1","2",NA,NA,NA,NA,NA,NA,1.06666666666667,1,0.901849950564579,84.5484328654293,98,"0.2","0.2","0.2",NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0,0
"794",99,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","UEM Flor Diniz","chc",4,2017-12-15,"17/18","1.5","2.5","5",NA,NA,NA,NA,NA,NA,3,2.5,1.80277563773199,60.0925212577332,99,"0.2","0.2","0.8","1.5","1.5","1.5",NA,NA,NA,NA,NA,0.95,1.15,0.641092816992984,67.4834544203141
"795",100,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FC 104","chc",4,2017-12-15,"17/18","2.5","7.5","8.5",NA,NA,NA,NA,NA,NA,6.16666666666667,7.5,3.21455025366432,52.1278419513133,100,"0.2","1","2.5","4","6","6.5","7",NA,NA,NA,NA,3.88571428571429,4,2.73400107987578,70.3603219085677
"796",101,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Campeiro","p",4,2017-12-15,"17/18","0.2","1","2.5",NA,NA,NA,NA,NA,NA,1.23333333333333,1,1.16761865920913,94.6717831791189,101,"0.2","0.2","0.8",NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.2,0.346410161513775,86.6025403784439
"797",103,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","SCS 205 Riqueza","chc",4,2017-12-15,"17/18","1","3","4.5",NA,NA,NA,NA,NA,NA,2.83333333333333,3,1.75594229214212,61.9744338403102,103,"0.1","0.1","0.1","0.8","0.8","2","2","2",NA,NA,NA,0.9875,0.8,0.887110075308744,89.8339316768349
"798",104,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FC 402","chc",4,2017-12-15,"17/18","0.2","0.8","2.5",NA,NA,NA,NA,NA,NA,1.16666666666667,0.8,1.19303534454489,102.260172389562,104,"0.2","0.2","0.2","0.2","0.2",NA,NA,NA,NA,NA,NA,0.2,0.2,0,0
"799",106,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Campos Gerais","chc",4,2017-12-15,"17/18","0.2","1","2",NA,NA,NA,NA,NA,NA,1.06666666666667,1,0.901849950564579,84.5484328654293,106,"0.1","0.5","1","1","1",NA,NA,NA,NA,NA,NA,0.72,1,0.408656334834051,56.7578242825071
"800",107,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Bem-te-vi","chc",4,2017-12-15,"17/18","1.5","3.5","4.5",NA,NA,NA,NA,NA,NA,3.16666666666667,3.5,1.52752523165195,48.237638894272,107,"0.2","0.2","0.2",NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0,0
"801",473,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Esplendor","p",1,2017-12-15,"17/18","0.1","0.4","0.4",NA,NA,NA,NA,NA,NA,0.3,0.4,0.173205080756888,57.7350269189626,473,"0.8","1.5","3","4","4","4",NA,NA,NA,NA,NA,2.88333333333333,3.5,1.41480269531361,49.0683015715704
"802",474,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Esteio","p",1,2017-12-15,"17/18","0.2","0.2","0.8",NA,NA,NA,NA,NA,NA,0.4,0.2,0.346410161513775,86.6025403784439,474,"0.1","0.1","0.1","0.1","0.2","3","3","3",NA,NA,NA,1.2,0.15,1.49092492864569,124.243744053807
"803",478,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Sabi<e1>","chc",1,2017-12-15,"17/18","0.5","0.5","0.5",NA,NA,NA,NA,NA,NA,0.5,0.5,0,0,478,"0.1","0.4","0.4","0.4",NA,NA,NA,NA,NA,NA,NA,0.325,0.4,0.15,46.1538461538462
"804",479,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Tangar<e1>","chc",1,2017-12-15,"17/18","0.1","0.1","0.1",NA,NA,NA,NA,NA,NA,0.1,0.1,0,0,479,"0.2","0.8","2","2","2",NA,NA,NA,NA,NA,NA,1.4,2,0.848528137423857,60.6091526731326
"805",480,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Tuiui<fa>","p",1,2017-12-15,"17/18","0.2","0.5","0.5",NA,NA,NA,NA,NA,NA,0.4,0.5,0.173205080756888,43.3012701892219,480,"0.2","0.2","1","1","1",NA,NA,NA,NA,NA,NA,0.68,1,0.438178046004133,64.4379479417842
"806",481,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Uirapuru","p",1,2017-12-15,"17/18","1","1","1",NA,NA,NA,NA,NA,NA,1,1,0,0,481,"0.2","0.5","0.5","0.5",NA,NA,NA,NA,NA,NA,NA,0.425,0.5,0.15,35.2941176470588
"807",483,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA 01","p",1,2017-12-15,"17/18","0.1","0.1","0.1",NA,NA,NA,NA,NA,NA,0.1,0.1,0,0,483,"0.1","0.1","0.1","0.4","0.4","0.4",NA,NA,NA,NA,NA,0.25,0.25,0.16431676725155,65.7267069006199
"808",484,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA 02","p",1,2017-12-15,"17/18","0.2","0.8","1",NA,NA,NA,NA,NA,NA,0.666666666666667,0.8,0.416333199893227,62.449979983984,484,"0.1","1","1","1",NA,NA,NA,NA,NA,NA,NA,0.775,1,0.45,58.0645161290323
"809",491,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Esplendor","p",2,2017-12-15,"17/18","0.5","0.8","0.8",NA,NA,NA,NA,NA,NA,0.7,0.8,0.173205080756888,24.7435829652697,491,"0.1","0.4","0.5","5","5","5",NA,NA,NA,NA,NA,2.66666666666667,2.75,2.55942701921088,95.9785132204078
"810",492,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA 01","p",2,2017-12-15,"17/18","0.2","0.2","0.2",NA,NA,NA,NA,NA,NA,0.2,0.2,0,0,492,"0.2","0.5","1","1",NA,NA,NA,NA,NA,NA,NA,0.675,0.75,0.3947573094109,58.4825643571704
"811",493,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Quero-quero","chc",2,2017-12-15,"17/18","0.1","0.1","0.1",NA,NA,NA,NA,NA,NA,0.1,0.1,0,0,493,"0.2","0.2","2","2","2",NA,NA,NA,NA,NA,NA,1.28,2,0.985900603509299,77.023484649164
"812",495,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Uirapuru","p",2,2017-12-15,"17/18","0.5","0.5","0.8",NA,NA,NA,NA,NA,NA,0.6,0.5,0.173205080756888,28.8675134594813,495,"0.2","1","2.5","3","3","3",NA,NA,NA,NA,NA,2.11666666666667,2.75,1.21723730910068,57.5072744457015
"813",496,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Mil<ea>nio","chc",2,2017-12-15,"17/18","0.5","0.8","0.8",NA,NA,NA,NA,NA,NA,0.7,0.8,0.173205080756888,24.7435829652697,496,"0.2","0.5","0.8","0.8",NA,NA,NA,NA,NA,NA,NA,0.575,0.65,0.287228132326901,49.9527186655481
"814",497,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Tuiui<fa>","p",3,2017-12-15,"17/18","0.2","1","1.5",NA,NA,NA,NA,NA,NA,0.9,1,0.6557438524302,72.8604280478,497,"0.1","0.1","0.5","0.5","0.5",NA,NA,NA,NA,NA,NA,0.34,0.5,0.219089023002066,64.4379479417842
"815",499,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Mil<ea>nio","chc",3,2017-12-15,"17/18","0.5","0.8","0.8",NA,NA,NA,NA,NA,NA,0.7,0.8,0.173205080756888,24.7435829652697,499,"0.1","0.1","0.1","0.2","0.2","0.5","0.5","0.5",NA,NA,NA,0.275,0.2,0.190862703084106,69.4046193033111
"816",501,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA 01","p",3,2017-12-15,"17/18","0.2","0.2","0.2",NA,NA,NA,NA,NA,NA,0.2,0.2,0,0,501,"0.1","0.1","0.1","0.1","0.1","1","1","1",NA,NA,NA,0.4375,0.1,0.465794252556089,106.467257727106
"817",502,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Uirapuru","p",3,2017-12-15,"17/18","0.1","0.1","0.1",NA,NA,NA,NA,NA,NA,0.1,0.1,0,0,502,"0.2","0.5","0.5","0.5",NA,NA,NA,NA,NA,NA,NA,0.425,0.5,0.15,35.2941176470588
"818",504,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA 02","p",3,2017-12-15,"17/18","0.2","0.2","0.2",NA,NA,NA,NA,NA,NA,0.2,0.2,0,0,504,"0.1","0.1","0.1","0.1","0.1","2.5","2.5","2.5",NA,NA,NA,1,0.1,1.24211800681624,124.211800681624
"819",511,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Quero-quero","chc",3,2017-12-15,"17/18","0.1","0.2","0.2",NA,NA,NA,NA,NA,NA,0.166666666666667,0.2,0.0577350269189626,34.6410161513775,511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"820",515,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Uirapuru","p",4,2017-12-15,"17/18","0.5","0.8","0.5",NA,NA,NA,NA,NA,NA,0.6,0.5,0.173205080756888,28.8675134594813,515,"0.1","0.5","1.5","2","3","3","3",NA,NA,NA,NA,1.87142857142857,2,1.22435600176077,65.4236031475221
"821",516,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Esplendor","p",4,2017-12-15,"17/18","0.1","1","1",NA,NA,NA,NA,NA,NA,0.7,1,0.519615242270663,74.230748895809,516,"0.1","0.1","0.1","0.1","0.1","1.5","1.5","1.5",NA,NA,NA,0.625,0.1,0.724568837309472,115.931013969516
"822",525,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA 01","p",4,2017-12-15,"17/18","0.2","0.2","0.2",NA,NA,NA,NA,NA,NA,0.2,0.2,0,0,525,"0.1","0.2","0.2","0.2","0.2","3.5","3.5","3.5",NA,NA,NA,1.425,0.2,1.71859577230116,120.60321209131
"823",737,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFp 110","p",1,2015-12-14,"15/16","0.5","1.6","3.2",NA,NA,NA,NA,NA,NA,1.76666666666667,1.6,1.35769412362775,76.8506107713823,737,"0.4","1.4","2.8","2.8","2.8","2.8","2.8","5",NA,NA,NA,2.6,2.8,1.32233559604642,50.8590613864006
"824",738,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Madrep<e9>rola","chc",1,2015-12-14,"15/16","1.5","4.6","4.8",NA,NA,NA,NA,NA,NA,3.63333333333333,4.6,1.85022521151706,50.9236296747813,738,"0.2","0.2","0.2","0.2","0.2","0.8",NA,NA,NA,NA,NA,0.3,0.2,0.244948974278318,81.6496580927726
"825",739,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Sublime","chc",1,2015-12-14,"15/16","0.4","1.2","1.8",NA,NA,NA,NA,NA,NA,1.13333333333333,1.2,0.702376916856849,61.9744338403102,739,"0.4","0.4","0.6","0.6","2.4",NA,NA,NA,NA,NA,NA,0.88,0.6,0.855569985448297,97.2238619827611
"826",740,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","FAP-F3-2","chc",1,2015-12-14,"15/16","0.2","0.8","0.8",NA,NA,NA,NA,NA,NA,0.6,0.8,0.346410161513775,57.7350269189626,740,"2","2.4","2.8","2.8","2.8","2.8","2.8","5.8",NA,NA,NA,3.025,2.8,1.15850889385574,38.2978146729171
"827",741,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Bem-te-vi","chc",1,2015-12-14,"15/16","0.5","1.2","1.2",NA,NA,NA,NA,NA,NA,0.966666666666667,1.2,0.404145188432738,41.8081229413177,741,"0.2","0.4","0.4","0.4","0.4","0.4","0.4","1.4",NA,NA,NA,0.5,0.4,0.370328039909021,74.0656079818041
"828",742,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Campos Gerais","chc",1,2015-12-14,"15/16","0.6","2","2",NA,NA,NA,NA,NA,NA,1.53333333333333,2,0.808290376865476,52.7145897955745,742,"0.4","1","1.2","1.2","1.2","1.2","1.2","2",NA,NA,NA,1.175,1.2,0.433424898750802,36.8872254256002
