"","...1","id_ensaio","Local","cidade","estado","fungicida","irrigacao","genotipo","tipo_de_grao","repeticao","data_semeadura","safra","FO1","FO2","FO3","FO4","FO5","FO6","FO7","FO8","FO9","Media_FO","Mediana_FO","Desvio_FO","Cv_FO","Nao_Nulos_Fo","FS1","FS2","FS3","FS4","FS5","FS6","FS7","FS8","FS9","FS10","FS11","Media_FS","Mediana_FS","Desvio_FS","Cv_FS","Nao_Nulos_Fs"
"78",31,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Campos Gerais","chc",2,2017-12-15,"17/18",0.4,3,5,NA,NA,NA,NA,NA,NA,2.8,3,2.30651251893416,82.3754471047914,3,0.1,0.5,0.8,0.8,0.8,NA,NA,NA,NA,NA,NA,0.6,0.8,0.308220700148449,51.3701166914081,5
"79",32,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA 03","chc",2,2017-12-15,"17/18",0.2,1.5,3,NA,NA,NA,NA,NA,NA,1.56666666666667,1.5,1.40118997046558,89.4376576892924,3,0.2,0.8,1.5,3,3,3,NA,NA,NA,NA,NA,1.91666666666667,2.25,1.25605201590805,65.533148656072,6
"80",33,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Sintonia","chc",2,2017-12-15,"17/18",0.8,5.5,7.5,NA,NA,NA,NA,NA,NA,4.6,5.5,3.43947670438397,74.7712327039993,3,0.2,0.5,2.5,3,NA,NA,NA,NA,NA,NA,NA,1.55,1.5,1.40593978059754,90.7057922966157,4
"81",34,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Curi<f3>","chc",2,2017-12-15,"17/18",1,5.5,7,NA,NA,NA,NA,NA,NA,4.5,5.5,3.1224989991992,69.3888666488711,3,0.1,0.1,0.1,0.1,5,5,5,NA,NA,NA,NA,2.2,0.1,2.61916017074176,119.052735033716,7
"82",35,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Estilo","chc",2,2017-12-15,"17/18",0.2,1.5,3,NA,NA,NA,NA,NA,NA,1.56666666666667,1.5,1.40118997046558,89.4376576892924,3,0.1,0.2,0.2,0.2,0.2,4,4,4,NA,NA,NA,1.6125,0.2,1.9773268390864,122.62492025342,8
"83",36,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FC 402","chc",2,2017-12-15,"17/18",0.1,0.8,2.5,NA,NA,NA,NA,NA,NA,1.13333333333333,0.8,1.23423390543824,108.902991656315,3,0.1,0.5,1,1,1,NA,NA,NA,NA,NA,NA,0.72,1,0.408656334834051,56.7578242825071,5
"84",37,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","Imperador Vermelho","chc",2,2017-12-15,"17/18",1,4.5,6,NA,NA,NA,NA,NA,NA,3.83333333333333,4.5,2.56580071972344,66.9339318188724,3,0.2,0.8,1.5,2.5,3,3,NA,NA,NA,NA,NA,1.83333333333333,2,1.18434229286413,64.6004887016799,6
"85",38,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Sublime","chc",2,2017-12-15,"17/18",0.4,2,2.5,NA,NA,NA,NA,NA,NA,1.63333333333333,2,1.09696551146029,67.1611537628748,3,0.1,0.8,2,3,3,3,NA,NA,NA,NA,NA,1.98333333333333,2.5,1.26872639551113,63.9693980929982,6
"86",39,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","Linhagem 110","chc",2,2017-12-15,"17/18",0.1,0.8,0.8,NA,NA,NA,NA,NA,NA,0.566666666666667,0.8,0.404145188432738,71.3197391351891,3,0.2,0.8,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,0.65,0.8,0.3,46.1538461538462,4
"87",40,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FS 305","calima",2,2017-12-15,"17/18",0.8,3,3,NA,NA,NA,NA,NA,NA,2.26666666666667,3,1.27017059221718,56.0369378919343,3,0.8,1.5,2,7,7,7,NA,NA,NA,NA,NA,4.21666666666667,4.5,3.07272951407485,72.8710556697593,6
"88",41,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","UEM Flor Diniz","chc",2,2017-12-15,"17/18",0.4,2,3.5,NA,NA,NA,NA,NA,NA,1.96666666666667,2,1.5502687938978,78.8272268083626,3,0.2,0.2,0.2,0.2,1,1,1,NA,NA,NA,NA,0.542857142857143,0.2,0.427617987059879,78.7717344583988,7
"89",42,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Dama","chc",2,2017-12-15,"17/18",0.2,1,3,NA,NA,NA,NA,NA,NA,1.4,1,1.4422205101856,103.015750727543,3,0.1,0.8,1.5,3,5,5,5,NA,NA,NA,NA,2.91428571428571,3,2.13886930520822,73.3925741983214,7
"90",43,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Tuiui<fa>","p",2,2017-12-15,"17/18",0.8,2.5,2.5,2.5,NA,NA,NA,NA,NA,2.075,2.5,0.85,40.9638554216867,4,0.2,0.2,0.2,0.2,3,3,3,NA,NA,NA,NA,1.4,0.2,1.49666295470958,106.90449676497,7
"91",44,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Campeiro","p",2,2017-12-15,"17/18",1.5,5,6,NA,NA,NA,NA,NA,NA,4.16666666666667,5,2.3629078131263,56.7097875150313,3,0.1,1,1,1.5,NA,NA,NA,NA,NA,NA,NA,0.9,1,0.58309518948453,64.78835438717,4
"92",45,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Gar<e7>a Radiante","b",2,2017-12-15,"17/18",2.5,8,8.5,NA,NA,NA,NA,NA,NA,6.33333333333333,8,3.3291640592397,52.5657483037847,3,0.2,0.8,2.5,4,7.5,7.5,7.5,NA,NA,NA,NA,4.28571428571429,4,3.2431613031262,75.6737637396114,7
"93",46,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Sabi<e1>","chc",2,2017-12-15,"17/18",0.5,1.5,2.5,NA,NA,NA,NA,NA,NA,1.5,1.5,1,66.6666666666667,3,0.2,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,0.425,0.5,0.15,35.2941176470588,4
"94",47,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","SCS 205 Riqueza","chc",2,2017-12-15,"17/18",0.8,3.5,3.5,NA,NA,NA,NA,NA,NA,2.6,3.5,1.55884572681199,59.9556048773842,3,0.2,0.8,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,0.65,0.8,0.3,46.1538461538462,4
"95",48,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR 139","chc",2,2017-12-15,"17/18",1,3.5,3.5,NA,NA,NA,NA,NA,NA,2.66666666666667,3.5,1.44337567297406,54.1265877365274,3,0.1,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,0.4,0.5,0.2,50,4
"96",49,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA 02","p",2,2017-12-15,"17/18",0.1,1,2,2.5,NA,NA,NA,NA,NA,1.4,1.5,1.06770782520313,76.2648446573665,4,0.1,0.5,1,2,2,2,NA,NA,NA,NA,NA,1.26666666666667,1.5,0.852447456836295,67.2984834344443,6
"97",50,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Celeiro","chc",2,2017-12-15,"17/18",2,4,6,NA,NA,NA,NA,NA,NA,4,4,2,50,3,0.1,5.5,5.5,5.5,NA,NA,NA,NA,NA,NA,NA,4.15,5.5,2.7,65.0602409638554,4
"98",51,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","SCS 204 Predileto","p",2,2017-12-15,"17/18",0.5,2.5,3,NA,NA,NA,NA,NA,NA,2,2.5,1.3228756555323,66.1437827766148,3,0.2,0.8,1.5,1.5,1.5,NA,NA,NA,NA,NA,NA,1.1,1.5,0.587367006223537,53.397000565776,5
"99",52,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Nhambu","p",2,2017-12-15,"17/18",0.2,1,2,2,NA,NA,NA,NA,NA,1.3,1.5,0.871779788708135,67.0599837467796,4,0.1,0.5,1,1,NA,NA,NA,NA,NA,NA,NA,0.65,0.75,0.435889894354067,67.0599837467796,4
"100",53,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FC 104","chc",2,2017-12-15,"17/18",2,7.5,8.5,NA,NA,NA,NA,NA,NA,6,7.5,3.5,58.3333333333333,3,0.1,0.1,0.1,0.1,0.1,6.5,7,7,NA,NA,NA,2.625,0.1,3.48824556802659,132.885545448632,8
"101",54,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Madrep<e9>rola","chc",2,2017-12-15,"17/18",1.5,4.5,5,NA,NA,NA,NA,NA,NA,3.66666666666667,4.5,1.89296944860009,51.6264395072752,3,0.2,0.5,0.5,1,NA,NA,NA,NA,NA,NA,NA,0.55,0.5,0.33166247903554,60.3022689155527,4
"102",55,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Esteio","p",2,2017-12-15,"17/18",0.2,1.5,1.5,1.5,NA,NA,NA,NA,NA,1.175,1.5,0.65,55.3191489361702,4,0.1,0.1,0.1,0.1,0.1,5,5,5,NA,NA,NA,1.9375,0.1,2.53599093058315,130.889854481711,8
"103",56,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Tangar<e1>","chc",2,2017-12-15,"17/18",0.1,1,1,1,NA,NA,NA,NA,NA,0.775,1,0.45,58.0645161290323,4,0.3,0.3,0.3,0.3,6.5,6.5,6.5,NA,NA,NA,NA,2.95714285714286,0.3,3.31403939971406,112.068965207722,7
"104",57,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","C 10-6-91","chc",2,2017-12-15,"17/18",1.5,6,7,NA,NA,NA,NA,NA,NA,4.83333333333333,6,2.92973263854116,60.6151580387826,3,0.2,0.8,2,3.5,5,5,5,NA,NA,NA,NA,3.07142857142857,3.5,2.07742973063213,67.6372470438368,7
"105",58,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFc 9","chc",2,2017-12-15,"17/18",1,6,7,NA,NA,NA,NA,NA,NA,4.66666666666667,6,3.21455025366432,68.8832197213783,3,0.2,0.8,2.5,4,5.5,5.5,5.5,NA,NA,NA,NA,3.42857142857143,4,2.28743982486555,66.716994891912,7
"106",59,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Esteio","p",3,2017-12-15,"17/18",0.5,1.5,2,2,NA,NA,NA,NA,NA,1.5,1.75,0.707106781186548,47.1404520791032,4,0.1,0.1,1,1,1,NA,NA,NA,NA,NA,NA,0.64,1,0.492950301754649,77.023484649164,5
"107",60,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Urutau","p",3,2017-12-15,"17/18",0.5,2,2.5,2,NA,NA,NA,NA,NA,1.75,2,0.866025403784439,49.4871659305393,4,0.2,0.2,0.7,0.7,0.7,NA,NA,NA,NA,NA,NA,0.5,0.7,0.273861278752583,54.7722557505166,5
"108",61,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Curi<f3>","chc",3,2017-12-15,"17/18",1.5,6.5,7,NA,NA,NA,NA,NA,NA,5,6.5,3.04138126514911,60.8276253029822,3,0.5,2,3.5,5,5,5,NA,NA,NA,NA,NA,3.5,4.25,1.89736659610103,54.2104741743151,6
"109",62,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","UEM Flor Diniz","chc",3,2017-12-15,"17/18",0.4,2,5,NA,NA,NA,NA,NA,NA,2.46666666666667,2,2.33523731841827,94.6717831791189,3,0.2,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.8,1,0.4,50,4
"110",63,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Nhambu","p",3,2017-12-15,"17/18",0.5,2,3.5,NA,NA,NA,NA,NA,NA,2,2,1.5,75,3,0.2,1,2.5,2.5,2.5,NA,NA,NA,NA,NA,NA,1.74,2.5,1.07842477716343,61.9784354691628,5
"111",64,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","SCS 205 Riqueza","chc",3,2017-12-15,"17/18",0.8,2.5,3.5,NA,NA,NA,NA,NA,NA,2.26666666666667,2.5,1.36503968196288,60.2223389101273,3,0.2,0.2,0.8,0.8,0.8,NA,NA,NA,NA,NA,NA,0.56,0.8,0.3286335345031,58.6845597326964,5
"112",65,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Madrep<e9>rola","chc",3,2017-12-15,"17/18",0.8,3,5.5,NA,NA,NA,NA,NA,NA,3.1,3,2.35159520326097,75.8579097826119,3,0.2,0.2,0.8,1.5,1.5,2,NA,NA,NA,NA,NA,1.03333333333333,1.15,0.750111102881878,72.5913970530849,6
"113",66,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","SCS 204 Predileto","p",3,2017-12-15,"17/18",1.5,4,5,NA,NA,NA,NA,NA,NA,3.5,4,1.80277563773199,51.5078753637713,3,0.2,0.8,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,0.65,0.8,0.3,46.1538461538462,4
"114",67,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR 139","chc",3,2017-12-15,"17/18",0.2,2,3.5,NA,NA,NA,NA,NA,NA,1.9,2,1.65227116418583,86.9616402203069,3,0.1,0.5,1,1,NA,NA,NA,NA,NA,NA,NA,0.65,0.75,0.435889894354067,67.0599837467796,4
"115",68,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Sabi<e1>","chc",3,2017-12-15,"17/18",0.1,1,1,NA,NA,NA,NA,NA,NA,0.7,1,0.519615242270663,74.230748895809,3,0.2,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,0.425,0.5,0.15,35.2941176470588,4
"116",69,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Celeiro","chc",3,2017-12-15,"17/18",0.2,1.5,2.5,NA,NA,NA,NA,NA,NA,1.4,1.5,1.15325625946708,82.3754471047914,3,0.1,0.3,3,3,3,NA,NA,NA,NA,NA,NA,1.88,3,1.53525242224202,81.662362885214,5
"117",70,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FP 403","p",3,2017-12-15,"17/18",0.2,1,1.5,1.5,NA,NA,NA,NA,NA,1.05,1.25,0.613731754650732,58.4506433000697,4,0.1,0.5,1,1,1,NA,NA,NA,NA,NA,NA,0.72,1,0.408656334834051,56.7578242825071,5
"118",71,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FC 104","chc",3,2017-12-15,"17/18",3,8,8,NA,NA,NA,NA,NA,NA,6.33333333333333,8,2.88675134594813,45.5802844097073,3,0.1,0.1,0.1,0.1,0.2,6.5,6.5,6.5,NA,NA,NA,2.5125,0.15,3.30213675411197,131.428328521869,8
"119",72,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FC 402","chc",3,2017-12-15,"17/18",1,3,4.5,NA,NA,NA,NA,NA,NA,2.83333333333333,3,1.75594229214212,61.9744338403102,3,0.2,0.8,1.5,1.5,2,NA,NA,NA,NA,NA,NA,1.2,1.5,0.703562363973514,58.6301969977929,5
"120",73,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFc 9","chc",3,2017-12-15,"17/18",0.8,1.5,2,NA,NA,NA,NA,NA,NA,1.43333333333333,1.5,0.602771377334171,42.0538170233142,3,1.5,2.5,3,3,3,8,8,8,NA,NA,NA,4.625,3,2.83788150361699,61.3596000782052,8
"121",74,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Uai","chc",3,2017-12-15,"17/18",1,2,2,2,NA,NA,NA,NA,NA,1.75,2,0.5,28.5714285714286,4,0.2,0.8,1.5,1.5,1.5,NA,NA,NA,NA,NA,NA,1.1,1.5,0.587367006223537,53.397000565776,5
"122",75,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","Linhagem 110","chc",3,2017-12-15,"17/18",0.2,1,2.5,NA,NA,NA,NA,NA,NA,1.23333333333333,1,1.16761865920913,94.6717831791189,3,0.1,0.8,1.5,1.5,1.5,NA,NA,NA,NA,NA,NA,1.08,1.5,0.626099033699941,57.9721327499945,5
"123",76,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Sublime","chc",3,2017-12-15,"17/18",0.8,2,3,3.5,NA,NA,NA,NA,NA,2.325,2.5,1.19268604418766,51.2983244811895,4,0.1,0.1,0.1,0.1,0.1,1.5,1.5,1.5,NA,NA,NA,0.625,0.1,0.724568837309472,115.931013969516,8
"124",77,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Dama","chc",3,2017-12-15,"17/18",0.1,0.8,1.5,NA,NA,NA,NA,NA,NA,0.8,0.8,0.7,87.5,3,0.1,0.1,0.1,0.1,3,3,3,NA,NA,NA,NA,1.34285714285714,0.1,1.55011520309206,115.434110868558,7
"125",78,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","Imperador Vermelho","chc",3,2017-12-15,"17/18",2,5,6,NA,NA,NA,NA,NA,NA,4.33333333333333,5,2.08166599946613,48.0384461415261,3,0.1,0.8,2,3,3.5,NA,NA,NA,NA,NA,NA,1.88,2,1.43422452914458,76.2885387842863,5
"126",79,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","C 10-6-91","chc",3,2017-12-15,"17/18",2.5,5,6,NA,NA,NA,NA,NA,NA,4.5,5,1.80277563773199,40.0616808384888,3,0.1,0.1,NA,2.5,3.5,5,5,5,NA,NA,NA,3.02857142857143,3.5,2.21036519283902,72.9837563673262,7
"127",80,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Bem-te-vi","chc",3,2017-12-15,"17/18",0.8,2.5,2.5,NA,NA,NA,NA,NA,NA,1.93333333333333,2.5,0.981495457622364,50.767006428743,3,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0,0,3
"128",81,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Estilo","chc",3,2017-12-15,"17/18",0.1,0.8,1.5,NA,NA,NA,NA,NA,NA,0.8,0.8,0.7,87.5,3,0.1,0.2,0.2,0.2,0.2,5.5,5.5,5.5,NA,NA,NA,2.175,0.2,2.75356911246892,126.600878734203,8
"129",82,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Sintonia","chc",3,2017-12-15,"17/18",1.5,3.5,5,NA,NA,NA,NA,NA,NA,3.33333333333333,3.5,1.75594229214212,52.6782687642637,3,0.1,0.2,0.2,0.2,0.2,6,6,6,NA,NA,NA,2.3625,0.2,3.01232586930052,127.505856901609,8
"130",83,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Gar<e7>a Radiante","b",3,2017-12-15,"17/18",4,8,8.5,NA,NA,NA,NA,NA,NA,6.83333333333333,8,2.46644143115812,36.0942648462164,3,0.1,0.5,0.5,0.8,0.8,7,7.5,7.5,NA,NA,NA,3.0875,0.8,3.52600036463818,114.202440959941,8
"131",84,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR 139","chc",4,2017-12-15,"17/18",0.1,1,2,NA,NA,NA,NA,NA,NA,1.03333333333333,1,0.950438495292217,91.9779188992468,3,0.2,0.8,2,2,2,NA,NA,NA,NA,NA,NA,1.4,2,0.848528137423857,60.6091526731326,5
"132",85,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFc 9","chc",4,2017-12-15,"17/18",0.5,2,3.5,NA,NA,NA,NA,NA,NA,2,2,1.5,75,3,0.1,0.8,2,3,4.5,6,6,6,NA,NA,NA,3.55,3.75,2.42251345271217,68.2398155693568,8
"133",86,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Sublime","chc",4,2017-12-15,"17/18",0.2,1,3,NA,NA,NA,NA,NA,NA,1.4,1,1.4422205101856,103.015750727543,3,0.2,0.2,0.2,1,1,1,NA,NA,NA,NA,NA,0.6,0.6,0.438178046004133,73.0296743340222,6
"134",87,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Mil<ea>nio","chc",4,2017-12-15,"17/18",0.1,0.8,0.8,0.8,NA,NA,NA,NA,NA,0.625,0.8,0.35,56,4,0.1,0.2,0.2,0.2,0.8,1.5,1.5,NA,NA,NA,NA,0.642857142857143,0.2,0.629436633975554,97.9123652850862,7
"135",88,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Uai","chc",4,2017-12-15,"17/18",0.8,2,3.5,NA,NA,NA,NA,NA,NA,2.1,2,1.35277492584687,64.4178536117556,3,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0,0,3
"136",89,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Curi<f3>","chc",4,2017-12-15,"17/18",2,7,8,NA,NA,NA,NA,NA,NA,5.66666666666667,7,3.21455025366432,56.7273574176056,3,0.2,0.8,2.5,4,6,6,7,NA,NA,NA,NA,3.78571428571429,4,2.69594051085984,71.2135229283733,7
"137",90,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","Linhagem 110","chc",4,2017-12-15,"17/18",0.2,1,2,2,NA,NA,NA,NA,NA,1.3,1.5,0.871779788708135,67.0599837467796,4,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0,0,3
"138",91,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Celeiro","chc",4,2017-12-15,"17/18",0.2,1,2.5,NA,NA,NA,NA,NA,NA,1.23333333333333,1,1.16761865920913,94.6717831791189,3,0.2,0.8,1.5,2.5,2.5,2.5,NA,NA,NA,NA,NA,1.66666666666667,2,1.00133244562766,60.0799467376595,6
"139",92,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","Imperador Vermelho","chc",4,2017-12-15,"17/18",0.8,2.5,5.5,NA,NA,NA,NA,NA,NA,2.93333333333333,2.5,2.37977589981354,81.1287238572797,3,0.1,0.8,2,4.5,4.5,4.5,NA,NA,NA,NA,NA,2.73333333333333,3.25,2.02846411520309,74.2121017757229,6
"140",93,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Sintonia","chc",4,2017-12-15,"17/18",1,3.5,6,NA,NA,NA,NA,NA,NA,3.5,3.5,2.5,71.4285714285714,3,0.2,1,1.5,3,3,3,NA,NA,NA,NA,NA,1.95,2.25,1.22270192606375,62.702662875064,6
"141",94,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Nhambu","p",4,2017-12-15,"17/18",0.2,1,2.5,NA,NA,NA,NA,NA,NA,1.23333333333333,1,1.16761865920913,94.6717831791189,3,0.2,0.2,0.8,1.5,2,2,2,NA,NA,NA,NA,1.24285714285714,1.5,0.832380407540412,66.9731362388837,7
"142",95,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Gar<e7>a Radiante","b",4,2017-12-15,"17/18",2.5,7,8.5,NA,NA,NA,NA,NA,NA,6,7,3.1224989991992,52.0416499866533,3,0.1,0.8,1,3.5,5,7.5,7.5,7.5,NA,NA,NA,4.1125,4.25,3.21489279981242,78.1736851018217,8
"143",96,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Dama","chc",4,2017-12-15,"17/18",0.2,1,3.5,NA,NA,NA,NA,NA,NA,1.56666666666667,1,1.72143351115671,109.878734754684,3,0.2,0.8,1.5,3,4,4,4,NA,NA,NA,NA,2.5,3,1.64215305823381,65.6861223293525,7
"144",97,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Madrep<e9>rola","chc",4,2017-12-15,"17/18",1.5,4,5,NA,NA,NA,NA,NA,NA,3.5,4,1.80277563773199,51.5078753637713,3,0.1,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,0.533333333333333,0.5,0.450924975282289,84.5484328654293,3
"145",98,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FP 403","p",4,2017-12-15,"17/18",0.2,1,2,NA,NA,NA,NA,NA,NA,1.06666666666667,1,0.901849950564579,84.5484328654293,3,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0,0,3
"146",99,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","UEM Flor Diniz","chc",4,2017-12-15,"17/18",1.5,2.5,5,NA,NA,NA,NA,NA,NA,3,2.5,1.80277563773199,60.0925212577332,3,0.2,0.2,0.8,1.5,1.5,1.5,NA,NA,NA,NA,NA,0.95,1.15,0.641092816992984,67.4834544203141,6
"147",100,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FC 104","chc",4,2017-12-15,"17/18",2.5,7.5,8.5,NA,NA,NA,NA,NA,NA,6.16666666666667,7.5,3.21455025366432,52.1278419513133,3,0.2,1,2.5,4,6,6.5,7,NA,NA,NA,NA,3.88571428571429,4,2.73400107987578,70.3603219085677,7
"148",101,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Campeiro","p",4,2017-12-15,"17/18",0.2,1,2.5,NA,NA,NA,NA,NA,NA,1.23333333333333,1,1.16761865920913,94.6717831791189,3,0.2,0.2,0.8,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.2,0.346410161513775,86.6025403784439,3
"149",102,"Arapoti_CDEArapoti_17/18_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FS 305","calima",4,2017-12-15,"17/18",0.1,0.8,2,2,NA,NA,NA,NA,NA,1.225,1.4,0.939414711402797,76.6869152165548,4,0.6,1,1,2.5,4,6.5,6.5,6.5,NA,NA,NA,3.575,3.25,2.64885419973025,74.0938237686783,8
